tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
196627	Corynebacterium glutamicum ATCC 13032	1020334	0	live	CGL_RS11820	CGL_RS11820, NCgl2301	PDR/VanB family oxidoreductase	PDR/VanB family oxidoreductase			NC_003450.3	2526234	2527211	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020228	0	live	CGL_RS11280	CGL_RS11280, NCgl2195	TPM domain-containing protein	TPM domain-containing protein			NC_003450.3	2406979	2409033	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019469	0	live	dop	CGL_RS07490, NCgl1439	depupylase/deamidase Dop	depupylase/deamidase Dop			NC_003450.3	1575403	1576947	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019396	0	live	CGL_RS07110	CGL_RS07110, NCgl1366	ParA family protein	ParA family protein			NC_003450.3	1498776	1499648	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018963	0	live	CGL_RS04875	CGL_RS04875, NCgl0934	lytic transglycosylase domain-containing protein	lytic transglycosylase domain-containing protein			NC_003450.3	1033978	1034742	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020929	0	live	CGL_RS14885	CGL_RS14885, NCgl2885	DUF5318 family protein	DUF5318 family protein			NC_003450.3	3189294	3189686	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020293	0	live	CGL_RS11610	CGL_RS11610, NCgl2260	type II toxin-antitoxin system PemK/MazF family toxin	type II toxin-antitoxin system PemK/MazF family toxin			NC_003450.3	2484662	2485273	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019557	0	live	whiA	CGL_RS07945, NCgl1527	DNA-binding protein WhiA	DNA-binding protein WhiA			NC_003450.3	1684114	1685097	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019108	0	live	CGL_RS05605	CGL_RS05605, NCgl1078	Mrp/NBP35 family ATP-binding protein	Mrp/NBP35 family ATP-binding protein			NC_003450.3	1167584	1168708	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020961	0	live	CGL_RS15045	CGL_RS15045, NCgl2917	HigA family addiction module antitoxin	HigA family addiction module antitoxin			NC_003450.3	3223087	3223452	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020853	0	live	CGL_RS14490	CGL_RS14490, NCgl2810	L-lactate dehydrogenase	L-lactate dehydrogenase			NC_003450.3	3112447	3113391	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020818	0	live	CGL_RS14325	CGL_RS14325, NCgl2777	alpha/beta hydrolase-fold protein	alpha/beta hydrolase-fold protein			NC_003450.3	3071648	3073621	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019405	0	live	CGL_RS07155	CGL_RS07155, NCgl1375	GyrI-like domain-containing protein	GyrI-like domain-containing protein			NC_003450.3	1507402	1507902	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019018	0	live	CGL_RS05160	CGL_RS05160, NCgl0989	HigA family addiction module antitoxin	HigA family addiction module antitoxin			NC_003450.3	1085791	1086090	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018940	0	live	CGL_RS04755	CGL_RS04755, NCgl0911	sensor histidine kinase	sensor histidine kinase			NC_003450.3	1004829	1006088	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018655	0	live	CGL_RS03270	CGL_RS03270, NCgl0626	carbon starvation CstA family protein	carbon starvation CstA family protein			NC_003450.3	668189	670468	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020307	0	live	proB	CGL_RS11680, NCgl2274	glutamate 5-kinase	glutamate 5-kinase			NC_003450.3	2496668	2497777	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020160	0	live	lipA	CGL_RS10960, NCgl2128	lipoyl synthase	lipoyl synthase			NC_003450.3	2342305	2343351	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020044	0	live	hisI	CGL_RS10385, NCgl2012	phosphoribosyl-AMP cyclohydrolase	phosphoribosyl-AMP cyclohydrolase			NC_003450.3	2209917	2210273	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019875	0	live	dtd	CGL_RS09545, NCgl1843	D-aminoacyl-tRNA deacylase	D-aminoacyl-tRNA deacylase			NC_003450.3	2020293	2020727	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021540	0	live	rpsE	CGL_RS02730, NCgl0518	30S ribosomal protein S5	30S ribosomal protein S5			NC_003450.3	556734	557369	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021352	0	live	CGL_RS01500	CGL_RS01500, NCgl0281	SDR family NAD(P)-dependent oxidoreductase	SDR family NAD(P)-dependent oxidoreductase			NC_003450.3	302167	303102	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021291	0	live	CGL_RS01185	CGL_RS01185, NCgl0222	DASS family sodium-coupled anion symporter	DASS family sodium-coupled anion symporter			NC_003450.3	239935	241518	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020767	0	live	tctC	CGL_RS14070, NCgl2726	tripartite tricarboxylate transporter substrate binding protein TctC	tripartite tricarboxylate transporter substrate binding protein TctC			NC_003450.3	3011806	3012810	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020766	0	live	tctB	CGL_RS14065, NCgl2725	tripartite tricarboxylate transporter TctB	tripartite tricarboxylate transporter TctB			NC_003450.3	3011240	3011806	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020765	0	live	tctA	CGL_RS14060, NCgl2724	tripartite tricarboxylate transporter permease TctA	tripartite tricarboxylate transporter permease TctA			NC_003450.3	3009708	3011240	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020536	0	live	purS	CGL_RS12930, NCgl2501	phosphoribosylformylglycinamidine synthase subunit PurS	phosphoribosylformylglycinamidine synthase subunit PurS			NC_003450.3	2752993	2753238	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019942	0	live	infB	CGL_RS09875, NCgl1910	translation initiation factor IF-2	translation initiation factor IF-2			NC_003450.3	2093709	2096723	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019909	0	live	gluC	CGL_RS09715, NCgl1877	glutamate ABC transporter permease GluC	glutamate ABC transporter permease GluC			NC_003450.3	2061629	2062315	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019877	0	live	CGL_RS09555	CGL_RS09555, NCgl1845	iron dependent repressor, metal binding and dimerization domain protein	iron dependent repressor, metal binding and dimerization domain protein			NC_003450.3	2022266	2022952	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019305	0	live	coaD	CGL_RS06615, NCgl1275	pantetheine-phosphate adenylyltransferase	pantetheine-phosphate adenylyltransferase			NC_003450.3	1393742	1394224	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019229	0	live	gatA	CGL_RS06215, NCgl1199	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA			NC_003450.3	1311625	1313118	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019184	0	live	prmC	CGL_RS05985, NCgl1154	peptide chain release factor N(5)-glutamine methyltransferase	peptide chain release factor N(5)-glutamine methyltransferase			NC_003450.3	1268507	1269346	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019047	0	live	CGL_RS05300	CGL_RS05300, NCgl1018	zinc ribbon domain-containing protein YjdM	zinc ribbon domain-containing protein YjdM			NC_003450.3	1111889	1112233	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019010	0	live	xseA	CGL_RS05115, NCgl0981	exodeoxyribonuclease VII large subunit	exodeoxyribonuclease VII large subunit			NC_003450.3	1075930	1077183	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018927	0	live	pth	CGL_RS04685, NCgl0898	aminoacyl-tRNA hydrolase	aminoacyl-tRNA hydrolase			NC_003450.3	991414	992028	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018633	0	live	CGL_RS03160	CGL_RS03160, NCgl0604	deoxyribodipyrimidine photo-lyase	deoxyribodipyrimidine photo-lyase			NC_003450.3	642553	644001	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018556	0	live	CGL_RS02775	CGL_RS02775, NCgl0527	SDR family NAD(P)-dependent oxidoreductase	SDR family NAD(P)-dependent oxidoreductase			NC_003450.3	562990	563736	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021134	0	live	CGL_RS00190	CGL_RS00190, NCgl0031	ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein			NC_003450.3	32699	33460	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021104	0	live	CGL_RS01090	CGL_RS01090, NCgl0205	ThiF family adenylyltransferase	ThiF family adenylyltransferase			NC_003450.3	225239	226312	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020773	0	live	CGL_RS14100	CGL_RS14100, NCgl2732	ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein			NC_003450.3	3019540	3020568	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020624	0	live	CGL_RS13350	CGL_RS13350, NCgl2585	ATP-dependent Clp protease ATP-binding subunit	ATP-dependent Clp protease ATP-binding subunit			NC_003450.3	2844164	2846941	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020447	0	live	rdgB	CGL_RS12425, NCgl2414	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase			NC_003450.3	2651418	2652038	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019654	0	live	CGL_RS08455	CGL_RS08455, NCgl1623	ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein			NC_003450.3	1791842	1792441	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019395	0	live	CGL_RS07105	CGL_RS07105, NCgl1365	ATP-binding cassette domain-containing protein	ATP-binding cassette domain-containing protein			NC_003450.3	1496792	1498324	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021243	0	live	CGL_RS00930	CGL_RS00930, NCgl0175	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase			NC_003450.3	188297	188725	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021034	0	live	trxB	CGL_RS15370, NCgl2984	thioredoxin-disulfide reductase	thioredoxin-disulfide reductase			NC_003450.3	3300372	3301325	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020285	0	live	CGL_RS11570	CGL_RS11570, NCgl2252	three-helix bundle dimerization domain-containing protein	three-helix bundle dimerization domain-containing protein			NC_003450.3	2475838	2476119	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020018	0	live	smc	CGL_RS10255, NCgl1986	chromosome segregation protein SMC	chromosome segregation protein SMC			NC_003450.3	2179625	2183092	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019927	0	live	CGL_RS09800	CGL_RS09800, NCgl1895	ribonuclease J	ribonuclease J			NC_003450.3	2077119	2079275	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019904	0	live	CGL_RS09690	CGL_RS09690, NCgl1872	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase			NC_003450.3	2055765	2056790	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019398	0	live	CGL_RS07120	CGL_RS07120, NCgl1368	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase			NC_003450.3	1500908	1501471	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019238	0	live	CGL_RS06260	CGL_RS06260, NCgl1208	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase			NC_003450.3	1321476	1322114	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019218	0	live	CGL_RS06160	CGL_RS06160, NCgl1188	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase			NC_003450.3	1300552	1301058	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018988	0	live	CGL_RS05005	CGL_RS05005, NCgl0959	GNAT family N-acetyltransferase	GNAT family N-acetyltransferase			NC_003450.3	1055783	1056322	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018814	0	live	rpf1	CGL_RS04120, NCgl0785	resuscitation-promoting factor Rpf1	resuscitation-promoting factor Rpf1			NC_003450.3	867800	868381	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018639	0	live	CGL_RS03190	CGL_RS03190, NCgl0610	MetQ/NlpA family ABC transporter substrate-binding protein	MetQ/NlpA family ABC transporter substrate-binding protein			NC_003450.3	650389	651288	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018637	0	live	CGL_RS03180	CGL_RS03180, NCgl0608	methionine ABC transporter permease	methionine ABC transporter permease			NC_003450.3	648437	649114	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018613	0	live	esrI	CGL_RS03060, NCgl0584	two-component system EsrSR regulator EsrI	two-component system EsrSR regulator EsrI			NC_003450.3	622457	623635	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021515	0	live	rplV	CGL_RS02600, NCgl0492	50S ribosomal protein L22	50S ribosomal protein L22			NC_003450.3	536217	536579	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021513	0	live	rpsQ	CGL_RS02620, NCgl0496	30S ribosomal protein S17	30S ribosomal protein S17			NC_003450.3	537977	538255	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021480	0	live	nusG	CGL_RS02435, NCgl0458	transcription termination/antitermination protein NusG	transcription termination/antitermination protein NusG			NC_003450.3	497374	498330	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021394	0	live	CGL_RS01765	CGL_RS01765, NCgl0332	M1 family metallopeptidase	M1 family metallopeptidase			NC_003450.3	355846	357228	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021210	0	live	CGL_RS00260	CGL_RS00260, NCgl0045	FHA domain-containing protein	FHA domain-containing protein			NC_003450.3	48021	48485	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021132	0	live	CGL_RS01295	CGL_RS01295, NCgl0240	YbaB/EbfC family nucleoid-associated protein	YbaB/EbfC family nucleoid-associated protein			NC_003450.3	260987	261298	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020686	0	live	CGL_RS13665	CGL_RS13665, NCgl2645	exodeoxyribonuclease III	exodeoxyribonuclease III			NC_003450.3	2921321	2922112	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020643	0	live	ftsH	CGL_RS13440, NCgl2603	ATP-dependent zinc metalloprotease FtsH	ATP-dependent zinc metalloprotease FtsH			NC_003450.3	2867167	2869728	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020245	0	live	hemW	CGL_RS11365, NCgl2212	radical SAM family heme chaperone HemW	radical SAM family heme chaperone HemW			NC_003450.3	2424963	2426105	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020146	0	live	CGL_RS10890	CGL_RS10890, NCgl2114	cytochrome c oxidase subunit 4	cytochrome c oxidase subunit 4			NC_003450.3	2326470	2326901	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020118	0	live	rsmH	CGL_RS10755, NCgl2086	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH			NC_003450.3	2294115	2295128	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020112	0	live	murD	CGL_RS10725, NCgl2080	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase			NC_003450.3	2285435	2286853	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018826	0	live	CGL_RS04180	CGL_RS04180, NCgl0797	carboxyl transferase domain-containing protein	carboxyl transferase domain-containing protein			NC_003450.3	879639	881093	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018820	0	live	CGL_RS04150	CGL_RS04150, NCgl0791	RNA methyltransferase	RNA methyltransferase			NC_003450.3	873213	874043	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021478	0	live	CGL_RS02400	CGL_RS02400, NCgl0456	polyprenyl synthetase family protein	polyprenyl synthetase family protein			NC_003450.3	494061	495113	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020659	0	live	CGL_RS13520	CGL_RS13520, NCgl2618	Pls/PosA family non-ribosomal peptide synthetase	Pls/PosA family non-ribosomal peptide synthetase			NC_003450.3	2880999	2884886	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020100	0	live	ileS	CGL_RS10665, NCgl2068	isoleucine--tRNA ligase	isoleucine--tRNA ligase			NC_003450.3	2270986	2274150	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020045	0	live	hisF	CGL_RS10390, NCgl2013	imidazole glycerol phosphate synthase subunit HisF	imidazole glycerol phosphate synthase subunit HisF			NC_003450.3	2210270	2211046	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019477	0	live	hisG	CGL_RS07530, NCgl1447	ATP phosphoribosyltransferase	ATP phosphoribosyltransferase			NC_003450.3	1585600	1586445	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018906	0	live	CGL_RS04580	CGL_RS04580, NCgl0877	peroxiredoxin	peroxiredoxin			NC_003450.3	969458	969940	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018695	0	live	CGL_RS03475	CGL_RS03475, NCgl0666	bifunctional 2-methylcitrate synthase/citrate synthase	bifunctional 2-methylcitrate synthase/citrate synthase			NC_003450.3	715141	716286	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018694	0	live	prpB	CGL_RS03470, NCgl0665	methylisocitrate lyase	methylisocitrate lyase			NC_003450.3	714231	715148	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018659	0	live	CGL_RS03290	CGL_RS03290, NCgl0630	bifunctional 2-methylcitrate synthase/citrate synthase	bifunctional 2-methylcitrate synthase/citrate synthase			NC_003450.3	673608	674759	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021103	0	live	aztD	CGL_RS00160, NCgl0025	zinc metallochaperone AztD	zinc metallochaperone AztD			NC_003450.3	26819	28099	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020826	0	live	CGL_RS14365	CGL_RS14365, NCgl2785	phosphatase PAP2 family protein	phosphatase PAP2 family protein			NC_003450.3	3083933	3084412	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020823	0	live	CGL_RS14350	CGL_RS14350, NCgl2782	phosphatase PAP2 family protein	phosphatase PAP2 family protein			NC_003450.3	3079846	3080352	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019860	0	live	CGL_RS09470	CGL_RS09470, NCgl1828	class I SAM-dependent RNA methyltransferase	class I SAM-dependent RNA methyltransferase			NC_003450.3	2005459	2006697	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019855	0	live	msrB	CGL_RS09445, NCgl1823	peptide-methionine (R)-S-oxide reductase MsrB	peptide-methionine (R)-S-oxide reductase MsrB			NC_003450.3	1999542	1999952	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018752	0	live	lpqB	CGL_RS03765, NCgl0723	MtrAB system accessory lipoprotein LpqB	MtrAB system accessory lipoprotein LpqB			NC_003450.3	793008	794714	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018607	0	live	guaB	CGL_RS03030, NCgl0578	IMP dehydrogenase	IMP dehydrogenase			NC_003450.3	615336	616856	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018593	0	live	tsaE	CGL_RS02960, NCgl0564	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE			NC_003450.3	602080	602577	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021397	0	live	CGL_RS01750	CGL_RS01750, NCgl0329	ABC transporter substrate-binding protein	ABC transporter substrate-binding protein			NC_003450.3	352693	353640	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021359	0	live	CGL_RS01550	CGL_RS01550, NCgl0291	MarP family serine protease	MarP family serine protease			NC_003450.3	310132	311328	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021018	0	live	CGL_RS15290	CGL_RS15290, NCgl2970	ABC transporter substrate-binding protein	ABC transporter substrate-binding protein			NC_003450.3	3284397	3285425	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020931	0	live	CGL_RS14895	CGL_RS14895, NCgl2887	universal stress protein	universal stress protein			NC_003450.3	3190382	3191323	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020885	0	live	CGL_RS14635	CGL_RS14635, NCgl2842	universal stress protein	universal stress protein			NC_003450.3	3142452	3143357	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020355	0	live	benC	CGL_RS11925, NCgl2322	benzoate 1,2-dioxygenase electron transfer component BenC	benzoate 1,2-dioxygenase electron transfer component BenC			NC_003450.3	2547334	2548872	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020351	0	live	CGL_RS11905	CGL_RS11905, NCgl2318	muconate/chloromuconate family cycloisomerase	muconate/chloromuconate family cycloisomerase			NC_003450.3	2542816	2543937	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020289	0	live	CGL_RS11590	CGL_RS11590, NCgl2256	TRAP transporter large permease	TRAP transporter large permease			NC_003450.3	2479896	2481209	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019383	0	live	CGL_RS07030	CGL_RS07030, NCgl1353	universal stress protein	universal stress protein			NC_003450.3	1477926	1478393	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019346	0	live	CGL_RS06845	CGL_RS06845, NCgl1316	universal stress protein	universal stress protein			NC_003450.3	1436335	1436778	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019185	0	live	CGL_RS05990	CGL_RS05990, NCgl1155	L-threonylcarbamoyladenylate synthase	L-threonylcarbamoyladenylate synthase			NC_003450.3	1269396	1270046	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019054	0	live	CGL_RS05335	CGL_RS05335, NCgl1025	NrtR DNA-binding winged helix domain-containing protein	NrtR DNA-binding winged helix domain-containing protein			NC_003450.3	1119083	1119727	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018825	0	live	fkpA	CGL_RS04175, NCgl0796	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA			NC_003450.3	879276	879632	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1018673	0	live	CGL_RS03365	CGL_RS03365, NCgl0644	ABC transporter substrate-binding protein	ABC transporter substrate-binding protein			NC_003450.3	688913	689890	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021371	0	live	CGL_RS01610	CGL_RS01610, NCgl0303	cold-shock protein	cold-shock protein			NC_003450.3	322007	322210	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021209	0	live	CGL_RS00910	CGL_RS00910, NCgl0171	cold-shock protein	cold-shock protein			NC_003450.3	186508	186711	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020619	0	live	CGL_RS13320	CGL_RS13320, NCgl2580	A/G-specific adenine glycosylase	A/G-specific adenine glycosylase			NC_003450.3	2838644	2839525	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020151	0	live	CGL_RS10915	CGL_RS10915, NCgl2119	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase			NC_003450.3	2331975	2332499	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019581	0	live	aztA	CGL_RS00175, NCgl0028	zinc ABC transporter ATP-binding protein AztA	zinc ABC transporter ATP-binding protein AztA			NC_003450.3	29995	30654	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019575	0	live	mihF	CGL_RS08035, NCgl1545	integration host factor, actinobacterial type	integration host factor, actinobacterial type			NC_003450.3	1702988	1703308	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019498	0	live	CGL_RS07640	CGL_RS07640, NCgl1468	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein			NC_003450.3	1607658	1609268	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019408	0	live	CGL_RS07170	CGL_RS07170, NCgl1378	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein			NC_003450.3	1510390	1512135	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021144	0	live	dnaA	CGL_RS00005, NCgl0001	chromosomal replication initiator protein DnaA	chromosomal replication initiator protein DnaA			NC_003450.3				0		
196627	Corynebacterium glutamicum ATCC 13032	1020990	0	live	CGL_RS15175	CGL_RS15175, NCgl2943	NAD(P)-binding oxidoreductase	NAD(P)-binding oxidoreductase			NC_003450.3	3250759	3251409	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020938	0	live	CGL_RS14930	CGL_RS14930, NCgl2894	inositol-3-phosphate synthase	inositol-3-phosphate synthase			NC_003450.3	3197413	3198504	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020837	0	live	CGL_RS14410	CGL_RS14410, NCgl2794	GntR family transcriptional regulator	GntR family transcriptional regulator			NC_003450.3	3095491	3096291	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020814	0	live	CGL_RS14305	CGL_RS14305, NCgl2773	pseudo				NC_003450.3	3064125	3067781	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019984	0	live	CGL_RS10085	CGL_RS10085, NCgl1952	tyrosine recombinase XerC	tyrosine recombinase XerC			NC_003450.3	2141760	2142707	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019867	0	live	ppgK	CGL_RS09505, NCgl1835	polyphosphate--glucose phosphotransferase	polyphosphate--glucose phosphotransferase			NC_003450.3	2010633	2011385	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019088	0	live	dapC	CGL_RS05505, NCgl1058	succinyldiaminopimelate transaminase	succinyldiaminopimelate transaminase			NC_003450.3	1149279	1150382	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021492	0	live	CGL_RS02515	CGL_RS02515, NCgl0474	helix-turn-helix domain-containing protein	helix-turn-helix domain-containing protein			NC_003450.3	520865	521647	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021405	0	live	CGL_RS01825	CGL_RS01825, NCgl0344	lipopolysaccharide biosynthesis protein	lipopolysaccharide biosynthesis protein			NC_003450.3	371929	373422	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021351	0	live	CGL_RS01510	CGL_RS01510, NCgl0283	acyl-CoA dehydrogenase family protein	acyl-CoA dehydrogenase family protein			NC_003450.3	304070	305266	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1021167	0	live	CGL_RS00750	CGL_RS00750, NCgl0139	ATP-dependent RNA helicase	ATP-dependent RNA helicase			NC_003450.3	153223	155613	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020538	0	live	CGL_RS12940	CGL_RS12940, NCgl2503	ExeM/NucH family extracellular endonuclease	ExeM/NucH family extracellular endonuclease			NC_003450.3	2753993	2756743	plus	0		
196627	Corynebacterium glutamicum ATCC 13032	1020102	0	live	CGL_RS10675	CGL_RS10675, NCgl2070	DivIVA domain-containing protein	DivIVA domain-containing protein			NC_003450.3	2274765	2275862	minus	0		
196627	Corynebacterium glutamicum ATCC 13032	1019388	0	live	CGL_RS07070	CGL_RS07070, NCgl1358	NAD kinase	NAD kinase			NC_003450.3	1488059	1489021	plus	0		
